ID	NS	OS	Phylum	Class	Genus	Dissimilarity
OTU_664	0	0.044083251	Others	Others	 Opitutus	0.036262929
OTU_1090	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_739	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_697	0.031171574	0.031171574	 Proteobacteria	Others	 Unassigned	0.033105891
OTU_1201	0.031171574	0.031171574	 Proteobacteria	Others	 Bdellovibrio	0.033105891
OTU_608	0.031171574	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.033105891
OTU_1255	0	0.044083251	 Actinobacteria	Others	 Unassigned	0.036262929
OTU_720	0	0.044083251	 Planctomycetes	Others	 Unassigned	0.036262929
OTU_740	0	0.044083251	 Proteobacteria	Others	 Unassigned	0.036262929
OTU_883	0	0.044083251	 Proteobacteria	 Alphaproteobacteria	 Defluviicoccus	0.036262929
OTU_869	0	0.044083251	 Proteobacteria	Others	 Anaeromyxobacter_dehalogenans	0.036262929
OTU_763	0	0.044083251	 Bacteroidetes	Others	 Unassigned	0.036262929
OTU_894	0	0.044083251	 Proteobacteria	Others	 Haliangium	0.036262929
OTU_1537	0	0.044083251	 Proteobacteria	Others	 OM27_clade	0.036262929
OTU_3474	0	0.044083251	 Proteobacteria	 Betaproteobacteria	 Rhodocyclus	0.036262929
OTU_897	0.044083251	0	 Proteobacteria	 Alphaproteobacteria	 Kaistia	0.036262929
OTU_901	0.031171574	0.031171574	Others	Others	 Prosthecobacter	0.033105891
OTU_1421	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_2575	0.031171574	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Rhizobium	0.033105891
OTU_727	0.031171574	0.031171574	 Proteobacteria	 Alphaproteobacteria	Unassigned	0.033105891
OTU_522	0	0.044083251	 Planctomycetes	Others	 SM1A02	0.036262929
OTU_759	0.031171574	0.031171574	 Actinobacteria	 Actinobacteria	 Blastococcus	0.033105891
OTU_329	0.044083251	0	 Proteobacteria	 Gammaproteobacteria	Unassigned	0.036262929
OTU_1259	0.031171574	0.031171574	 Proteobacteria	 Betaproteobacteria	 Lautropia	0.033105891
OTU_512	0.031171574	0.031171574	Others	Others	 Unassigned	0.033105891
OTU_1738	0	0.044083251	 Proteobacteria	 Betaproteobacteria	 Variovorax	0.036262929
OTU_1888	0.031171574	0.031171574	 Proteobacteria	 Betaproteobacteria	Unassigned	0.033105891
OTU_803	0.031171574	0.031171574	 Proteobacteria	 Betaproteobacteria	Unassigned	0.033105891
OTU_1148	0.031171574	0.031171574	 Actinobacteria	 Actinobacteria	 Unassigned	0.033105891
OTU_1657	0.044083251	0	Others	Others	 Deinococcus	0.036262929
OTU_726	0.031171574	0.031171574	Others	Others	 Unassigned	0.033105891
OTU_603	0	0.044083251	 Proteobacteria	Others	 Haliangium	0.036262929
OTU_670	0.031171574	0.031171574	 Proteobacteria	 Betaproteobacteria	 Unassigned	0.033105891
OTU_1420	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_1288	0.044083251	0	Others	Others	Unassigned	0.036262929
OTU_1691	0.031171574	0.031171574	Others	Others	 Unassigned	0.033105891
OTU_4175	0.044083251	0	 Bacteroidetes	Others	 Unassigned	0.036262929
OTU_1026	0.031171574	0.031171574	 Bacteroidetes	Others	 Flavihumibacter	0.033105891
OTU_1336	0.044083251	0	Others	Others	 Unassigned	0.036262929
OTU_3479	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_838	0	0.044083251	 Bacteroidetes	Others	 Ferruginibacter	0.036262929
OTU_732	0	0.044083251	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.036262929
OTU_2445	0.031171574	0.031171574	 Bacteroidetes	Others	 Ferruginibacter	0.033105891
OTU_2044	0.044083251	0	Others	Others	 Unassigned	0.036262929
OTU_494	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_1686	0	0.044083251	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.036262929
OTU_1061	0	0.044083251	 Bacteroidetes	Others	Unassigned	0.036262929
OTU_1469	0	0.044083251	 Proteobacteria	 Gammaproteobacteria	 Candidatus_Competibacter	0.036262929
OTU_648	0.031171574	0.031171574	 Bacteroidetes	Others	Unassigned	0.033105891
OTU_1016	0	0.044083251	 Proteobacteria	Others	 Unassigned	0.036262929
OTU_888	0	0.044083251	 Proteobacteria	Others	 Unassigned	0.036262929
OTU_3807	0	0.044083251	 Bacteroidetes	Others	 Unassigned	0.036262929
OTU_1087	0	0.044083251	Others	Others	 Blastocatella	0.036262929
OTU_829	0	0.044083251	 Proteobacteria	Others	 Sandaracinus	0.036262929
OTU_1082	0	0.044083251	 Actinobacteria	Others	 Gaiella	0.036262929
OTU_810	0	0.044083251	 Bacteroidetes	Others	 Terrimonas	0.036262929
OTU_185	0.031171574	0.031171574	 Firmicutes	 Bacilli	Unassigned	0.033105891
OTU_999	0	0.044083251	 Planctomycetes	Others	 SM1A02	0.036262929
OTU_3607	0.044083251	0	 Firmicutes	Others	 Ruminococcaceae_UCG-014	0.036262929
OTU_3044	0.031171574	0.031171574	 Firmicutes	Others	 Butyricicoccus	0.033105891
OTU_885	0.031171574	0.031171574	Others	Others	 Unassigned	0.033105891
OTU_3061	0.031171574	0.031171574	 Planctomycetes	Others	 Unassigned	0.033105891
OTU_1021	0.031171574	0.031171574	 Firmicutes	Others	 Ruminiclostridium_1	0.033105891
OTU_1054	0.031171574	0.031171574	Others	Others	 Unassigned	0.033105891
OTU_1506	0.031171574	0.031171574	Others	Others	 Unassigned	0.033105891
OTU_1107	0.031171574	0.031171574	 Bacteroidetes	Others	Unassigned	0.033105891
OTU_1932	0.031171574	0.031171574	 Actinobacteria	 Actinobacteria	Unassigned	0.033105891
OTU_572	0	0.044083251	 Bacteroidetes	Others	 Unassigned	0.036262929
OTU_2840	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_893	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_4074	0	0.044083251	 Actinobacteria	 Actinobacteria	 Angustibacter	0.036262929
OTU_1126	0	0.044083251	 Proteobacteria	 Alphaproteobacteria	 Prosthecomicrobium	0.036262929
OTU_1671	0	0.044083251	 Proteobacteria	 Alphaproteobacteria	 Woodsholea	0.036262929
OTU_1836	0	0.044083251	 Proteobacteria	 Gammaproteobacteria	 Unassigned	0.036262929
OTU_1017	0	0.044083251	 Bacteroidetes	Others	 Unassigned	0.036262929
OTU_908	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_876	0	0.044083251	 Proteobacteria	 Gammaproteobacteria	 Unassigned	0.036262929
OTU_604	0	0.044083251	 Proteobacteria	Others	 Phaselicystis	0.036262929
OTU_1272	0	0.044083251	Others	Others	 Chthonomonas	0.036262929
OTU_935	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_1028	0	0.044083251	 Actinobacteria	Others	 Candidatus_Microthrix	0.036262929
OTU_798	0	0.044083251	Others	Others	 Roseiflexus	0.036262929
OTU_3963	0	0.044083251	 Actinobacteria	Others	 CL500-29_marine_group	0.036262929
OTU_786	0	0.044083251	 Proteobacteria	Others	 Haliangium	0.036262929
OTU_1816	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_3065	0	0.044083251	 Planctomycetes	Others	 Isosphaera	0.036262929
OTU_1020	0	0.044083251	 Planctomycetes	Others	 Unassigned	0.036262929
OTU_1077	0	0.044083251	 Proteobacteria	Others	 Bdellovibrio	0.036262929
OTU_870	0	0.044083251	 Proteobacteria	 Gammaproteobacteria	 Pseudomonas	0.036262929
OTU_1215	0	0.044083251	 Bacteroidetes	Others	 Filimonas	0.036262929
OTU_1978	0	0.044083251	 Proteobacteria	Others	 Unassigned	0.036262929
OTU_1258	0	0.044083251	Others	Others	 Unassigned	0.036262929
OTU_1341	0	0.044083251	 Proteobacteria	Others	 Unassigned	0.036262929
OTU_1539	0	0.044083251	Others	Others	Unassigned	0.036262929
OTU_652	0	0.044083251	 Proteobacteria	Others	 Phaselicystis	0.036262929
OTU_2636	0	0.044083251	 Proteobacteria	Others	 Helicobacter	0.036262929
OTU_760	0.031171574	0	 Proteobacteria	 Alphaproteobacteria	 Prosthecomicrobium	0.025643713
OTU_779	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Rubellimicrobium	0.025643713
OTU_877	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_327	0	0.031171574	 Bacteroidetes	Others	 Chryseobacterium	0.025643713
OTU_1015	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1791	0	0.031171574	 Proteobacteria	Others	 Haliangium	0.025643713
OTU_2888	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Candidatus_Accumulibacter	0.025643713
OTU_1110	0	0.031171574	Others	Others	 Phytophthora_lateralis_MPF4	0.025643713
OTU_1358	0	0.031171574	 Planctomycetes	Others	 Gemmata	0.025643713
OTU_1203	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_790	0.031171574	0	 Firmicutes	 Bacilli	 Enterococcus	0.025643713
OTU_712	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	Unassigned	0.025643713
OTU_307	0	0.031171574	Others	Others	Unassigned	0.025643713
OTU_1863	0.031171574	0	 Proteobacteria	 Alphaproteobacteria	 Afipia	0.025643713
OTU_850	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 BD1-7_clade	0.025643713
OTU_745	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_531	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 Plasticicumulans	0.025643713
OTU_607	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_795	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.025643713
OTU_1003	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_428	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_553	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Unassigned	0.025643713
OTU_675	0.031171574	0	Others	Others	 groundwater_metagenome	0.025643713
OTU_411	0	0.031171574	 Actinobacteria	Others	 Unassigned	0.025643713
OTU_698	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_2331	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Ramlibacter	0.025643713
OTU_1749	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_4062	0	0.031171574	Others	Others	 Brevifollis	0.025643713
OTU_1186	0	0.031171574	 Actinobacteria	 Actinobacteria	 Nocardioides	0.025643713
OTU_758	0.031171574	0	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_2790	0.031171574	0	 Actinobacteria	 Actinobacteria	Unassigned	0.025643713
OTU_3400	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_874	0	0.031171574	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_3313	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_1118	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_1676	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Denitratisoma	0.025643713
OTU_822	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1794	0	0.031171574	 Firmicutes	 Bacilli	 Exiguobacterium	0.025643713
OTU_2356	0	0.031171574	 Actinobacteria	Others	 Unassigned	0.025643713
OTU_864	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 Candidatus_Competibacter	0.025643713
OTU_2311	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_830	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1575	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_886	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_2022	0	0.031171574	 Proteobacteria	Others	 Haliangium	0.025643713
OTU_833	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1257	0	0.031171574	 Firmicutes	Others	 Lachnospiraceae_NK4A136_group	0.025643713
OTU_1155	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_2093	0	0.031171574	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_2371	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Unassigned	0.025643713
OTU_1214	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Unassigned	0.025643713
OTU_1048	0	0.031171574	 Bacteroidetes	Others	 Lewinella	0.025643713
OTU_835	0.031171574	0	 Proteobacteria	 Alphaproteobacteria	 Skermanella	0.025643713
OTU_2930	0.031171574	0	 Firmicutes	 Bacilli	 Lysinibacillus	0.025643713
OTU_1145	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_1991	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	Unassigned	0.025643713
OTU_3401	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	Unassigned	0.025643713
OTU_3246	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Lautropia	0.025643713
OTU_4137	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 Unassigned	0.025643713
OTU_889	0	0.031171574	 Actinobacteria	Others	 Candidatus_Microthrix	0.025643713
OTU_3244	0	0.031171574	 Proteobacteria	 Betaproteobacteria	Unassigned	0.025643713
OTU_1354	0	0.031171574	Others	Others	Unassigned	0.025643713
OTU_2109	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	Unassigned	0.025643713
OTU_764	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1433	0	0.031171574	 Actinobacteria	Others	 Unassigned	0.025643713
OTU_618	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Morganella	0.025643713
OTU_264	0	0.031171574	 Proteobacteria	Others	 Bdellovibrio	0.025643713
OTU_1856	0.031171574	0	 Actinobacteria	 Actinobacteria	 Nocardioides	0.025643713
OTU_30	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 Rhodanobacter	0.025643713
OTU_1080	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_1025	0.031171574	0	 Firmicutes	Others	 Ruminococcus_2	0.025643713
OTU_1072	0	0.031171574	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_3613	0.031171574	0	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.025643713
OTU_1772	0	0.031171574	 Actinobacteria	 Actinobacteria	 Friedmanniella	0.025643713
OTU_1598	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1320	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 Crenothrix	0.025643713
OTU_1114	0.031171574	0	 Firmicutes	Others	 Dorea	0.025643713
OTU_988	0.031171574	0	 Firmicutes	 Bacilli	 Oenococcus	0.025643713
OTU_1821	0	0.031171574	 Actinobacteria	 Actinobacteria	 Unassigned	0.025643713
OTU_1769	0	0.031171574	 Bacteroidetes	Others	 Nibribacter	0.025643713
OTU_3596	0.031171574	0	 Firmicutes	Others	 Megasphaera	0.025643713
OTU_2558	0.031171574	0	Others	Others	Unassigned	0.025643713
OTU_2117	0.031171574	0	 Firmicutes	Others	 Lachnospiraceae_ND3007_group	0.025643713
OTU_1859	0.031171574	0	 Proteobacteria	 Betaproteobacteria	Unassigned	0.025643713
OTU_820	0	0.031171574	Others	Others	 Paludibaculum	0.025643713
OTU_837	0	0.031171574	 Actinobacteria	 Actinobacteria	 Gardnerella	0.025643713
OTU_2271	0.031171574	0	 Firmicutes	Others	 Blautia	0.025643713
OTU_728	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_899	0	0.031171574	 Proteobacteria	Others	 Haliangium	0.025643713
OTU_1593	0	0.031171574	Others	Others	 Deinococcus	0.025643713
OTU_3235	0.031171574	0	 Bacteroidetes	Others	 Pontibacter	0.025643713
OTU_983	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_1369	0.031171574	0	 Planctomycetes	Others	 AKYG587	0.025643713
OTU_2035	0.031171574	0	 Proteobacteria	 Alphaproteobacteria	 Rubellimicrobium	0.025643713
OTU_2530	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_518	0.031171574	0	 Bacteroidetes	Others	 Pontibacter	0.025643713
OTU_1636	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Sphingopyxis	0.025643713
OTU_776	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Nitrosomonas	0.025643713
OTU_2775	0.031171574	0	Others	Others	 M2PT2-76_termite_group	0.025643713
OTU_2113	0.031171574	0	 Proteobacteria	 Betaproteobacteria	 Chitinimonas	0.025643713
OTU_1946	0.031171574	0	 Bacteroidetes	Others	Unassigned	0.025643713
OTU_1875	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Serratia	0.025643713
OTU_1106	0.031171574	0	 Planctomycetes	Others	 Isosphaera	0.025643713
OTU_2522	0.031171574	0	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_1534	0.031171574	0	 Actinobacteria	 Actinobacteria	 Micromonospora	0.025643713
OTU_1371	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_927	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2485	0.031171574	0	 Actinobacteria	 Actinobacteria	 Brevibacterium	0.025643713
OTU_1759	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_717	0.031171574	0	 Bacteroidetes	Others	 Dyadobacter	0.025643713
OTU_860	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.025643713
OTU_1615	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_752	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Unassigned	0.025643713
OTU_872	0.031171574	0	Others	Others	 Leptolinea	0.025643713
OTU_507	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_2883	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Methylocaldum	0.025643713
OTU_1756	0.031171574	0	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_3538	0	0.031171574	 Actinobacteria	Others	Unassigned	0.025643713
OTU_780	0	0.031171574	 Proteobacteria	 Betaproteobacteria	Unassigned	0.025643713
OTU_856	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_2351	0.031171574	0	 Bacteroidetes	Others	 Pedobacter	0.025643713
OTU_1637	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2170	0.031171574	0	 Proteobacteria	 Betaproteobacteria	 Alcaligenes	0.025643713
OTU_436	0.031171574	0	 Bacteroidetes	Others	 Bacteroides	0.025643713
OTU_620	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_560	0	0.031171574	 Proteobacteria	Others	 Bdellovibrio	0.025643713
OTU_816	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_708	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Amphiplicatus	0.025643713
OTU_3588	0	0.031171574	 Firmicutes	 Bacilli	 Fictibacillus	0.025643713
OTU_3187	0	0.031171574	 Actinobacteria	Others	 Gaiella	0.025643713
OTU_703	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Caedibacter_caryophilus	0.025643713
OTU_1577	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_2131	0.031171574	0	 Actinobacteria	 Actinobacteria	 Unassigned	0.025643713
OTU_1184	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_2283	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_896	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_446	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_1629	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2052	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 uncultured	0.025643713
OTU_879	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_977	0.031171574	0	 Firmicutes	Others	 Lachnoclostridium	0.025643713
OTU_943	0	0.031171574	 Proteobacteria	 Betaproteobacteria	 Unassigned	0.025643713
OTU_696	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1223	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_297	0.031171574	0	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_1236	0	0.031171574	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_1423	0.031171574	0	 Firmicutes	Others	Unassigned	0.025643713
OTU_971	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_1977	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_513	0	0.031171574	 Proteobacteria	Others	 Unassigned	0.025643713
OTU_778	0	0.031171574	 Bacteroidetes	Others	Unassigned	0.025643713
OTU_1009	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Woodsholea	0.025643713
OTU_449	0	0.031171574	 Proteobacteria	 Gammaproteobacteria	 Acinetobacter	0.025643713
OTU_1035	0	0.031171574	 Proteobacteria	Others	Unassigned	0.025643713
OTU_1383	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_635	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Oceanobacter	0.025643713
OTU_1961	0.031171574	0	 Firmicutes	 Bacilli	 Lactobacillus	0.025643713
OTU_737	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1031	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1850	0	0.031171574	Others	Others	 RB41	0.025643713
OTU_366	0	0.031171574	Others	Others	 Prototheca_kruegeri	0.025643713
OTU_3005	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_555	0	0.031171574	 Firmicutes	Others	 Turicibacter	0.025643713
OTU_814	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1869	0	0.031171574	 Actinobacteria	 Actinobacteria	 Unassigned	0.025643713
OTU_1177	0	0.031171574	 Bacteroidetes	Others	Unassigned	0.025643713
OTU_1396	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_1848	0	0.031171574	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_735	0.031171574	0	Others	Others	 bacterium_enrichment_culture_clone_Anammox_2	0.025643713
OTU_1492	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.025643713
OTU_1329	0.031171574	0	 Firmicutes	Others	 Clostridium_sensu_stricto_1	0.025643713
OTU_3410	0.031171574	0	 Firmicutes	Others	Unassigned	0.025643713
OTU_3415	0.031171574	0	 Proteobacteria	Others	 Desulfovibrio	0.025643713
OTU_1744	0.031171574	0	 Actinobacteria	Others	 Enterorhabdus	0.025643713
OTU_3442	0.031171574	0	 Bacteroidetes	Others	 Rikenellaceae_RC9_gut_group	0.025643713
OTU_3447	0.031171574	0	 Firmicutes	Others	Unassigned	0.025643713
OTU_1906	0.031171574	0	 Actinobacteria	 Actinobacteria	Unassigned	0.025643713
OTU_2295	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_1764	0.031171574	0	 Actinobacteria	 Actinobacteria	 Corynebacterium_1	0.025643713
OTU_3598	0.031171574	0	 Firmicutes	 Bacilli	 Thermobacillus	0.025643713
OTU_1442	0.031171574	0	 Bacteroidetes	Others	 Prevotellaceae_NK3B31_group	0.025643713
OTU_4066	0.031171574	0	 Proteobacteria	 Betaproteobacteria	 Massilia	0.025643713
OTU_2510	0.031171574	0	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_2819	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2149	0.031171574	0	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_2747	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2489	0.031171574	0	 Firmicutes	Others	 Ruminiclostridium_5	0.025643713
OTU_3602	0.031171574	0	 Firmicutes	Others	Unassigned	0.025643713
OTU_2072	0.031171574	0	 Firmicutes	Others	Unassigned	0.025643713
OTU_2031	0.031171574	0	 Bacteroidetes	Others	 Capnocytophaga	0.025643713
OTU_1207	0.031171574	0	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_2189	0.031171574	0	 Actinobacteria	 Actinobacteria	 Bifidobacterium	0.025643713
OTU_1386	0.031171574	0	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_2395	0.031171574	0	 Bacteroidetes	Others	 Prevotella_1	0.025643713
OTU_3676	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2623	0.031171574	0	Others	Others	Unassigned	0.025643713
OTU_3282	0.031171574	0	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_1510	0.031171574	0	 Bacteroidetes	Others	 Bacteroides	0.025643713
OTU_3450	0.031171574	0	 Bacteroidetes	Others	 Odoribacter	0.025643713
OTU_3931	0.031171574	0	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_2995	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Mizugakiibacter	0.025643713
OTU_3126	0.031171574	0	 Proteobacteria	 Gammaproteobacteria	 Acidibacter	0.025643713
OTU_1601	0	0.031171574	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_2128	0.031171574	0	 Actinobacteria	 Actinobacteria	 Kribbella	0.025643713
OTU_3036	0.031171574	0	 Firmicutes	Others	Unassigned	0.025643713
OTU_966	0	0.031171574	 Proteobacteria	Others	 Phaselicystis	0.025643713
OTU_3606	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2427	0.031171574	0	 Firmicutes	Others	 Unassigned	0.025643713
OTU_2875	0.031171574	0	 Bacteroidetes	Others	 Unassigned	0.025643713
OTU_3541	0.031171574	0	 Actinobacteria	 Actinobacteria	 Brevibacterium	0.025643713
OTU_2574	0.031171574	0	 Firmicutes	Others	 Coprococcus_1	0.025643713
OTU_1606	0.031171574	0	 Actinobacteria	 Actinobacteria	 Ornithinimicrobium	0.025643713
OTU_1132	0.031171574	0	 Actinobacteria	Others	 Collinsella	0.025643713
OTU_1377	0.031171574	0	 Firmicutes	 Bacilli	 Brevibacillus	0.025643713
OTU_2892	0.031171574	0	Others	Others	Unassigned	0.025643713
OTU_2946	0.031171574	0	 Firmicutes	Others	 Eubacterium_ventriosum_group	0.025643713
OTU_3748	0.031171574	0	 Firmicutes	Others	 Lachnospira	0.025643713
OTU_1397	0.031171574	0	Others	Others	 Unassigned	0.025643713
OTU_2941	0	0.031171574	Others	Others	 Deinococcus	0.025643713
OTU_2030	0.031171574	0	 Firmicutes	 Bacilli	 Lactobacillus	0.025643713
OTU_1086	0.031171574	0	 Firmicutes	Others	 Eubacterium_saphenum_group	0.025643713
OTU_1345	0.031171574	0	 Actinobacteria	 Actinobacteria	Unassigned	0.025643713
OTU_729	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_2484	0.031171574	0	 Bacteroidetes	Others	 Hymenobacter	0.025643713
OTU_799	0	0.031171574	Others	Others	 Candidatus_Solibacter	0.025643713
OTU_805	0	0.031171574	Others	Others	 Meiothermus	0.025643713
OTU_1323	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_915	0	0.031171574	 Firmicutes	Others	 Unassigned	0.025643713
OTU_823	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.025643713
OTU_1545	0	0.031171574	 Actinobacteria	 Actinobacteria	 Aeromicrobium	0.025643713
OTU_865	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_1777	0	0.031171574	 Actinobacteria	Others	 Unassigned	0.025643713
OTU_1232	0	0.031171574	 Planctomycetes	Others	 SM1A02	0.025643713
OTU_827	0	0.031171574	Others	Others	 Unassigned	0.025643713
OTU_781	0	0.031171574	 Planctomycetes	Others	 Unassigned	0.025643713
OTU_976	0	0.031171574	 Proteobacteria	 Alphaproteobacteria	 Unassigned	0.025643713
OTU_1666	0	0.031171574	 Proteobacteria	Others	Unassigned	0.025643713
OTU_3397	0	0.031171574	 Bacteroidetes	Others	 Ferruginibacter	0.025643713
OTU_1670	0	0.031171574	Others	Others	 Unassigned	0.025643713
